full_text,Keyword,Predicted,Predicted Label,ID
pria diduga pelaku pungli parkir rp10 ribu di malibo anai ditangkap polisi,Polisi,1,Neutral,4287
polisi tangkap buronan nomor sri lanka bersama rekannya di kebon jeruk jakbar gembong narkoba dan pembunuhan ini diekstradisi,Polisi,1,Neutral,4288
wkwkw berarti dengan bangganya mengakui bobroknya sistem polisi di mana harus kenal dulu baru dibantu lol agak lain itu bapak wkwkkw,Polisi,0,Negative,4289
beda sih kakak di sana mereka lebih battlehardened karena belum tahun pulih dari perang saudara selama hampir dekade rakyatnya saja ada yang punya senpi laras panjang dan lagi polisitentara bersama rakyat kemarin tahu sendiri rakyat hanya penonton,Polisi,2,Positive,4290
imewachukua vijana aku nepal masaa kupata uhuru wow kuondoa serikali isiyowajibika madarakani mwanzo polisi walitumia amri mabomu risasi nya kuzima mitandao sasahivi waziri mkuu yuko mafichoni mke wake ini marehemu umma una nguvu ukiamua,Polisi,1,Neutral,4291
tahu search engine optimization hyun woo waktu memerankan jadi polisi kocak tapi sebenarnya berbakat aktingnya benaran bagus,Polisi,2,Positive,4292
institusi sensi noob in room literasi darurat militer gagal bikin kesal kalah debat lapor polisi akal sehat dikriminalisasi kambing hitam dicaricari dansat siber jadi dansat bawa perasaan,Polisi,0,Negative,4293
maaf bung adian asuransi yang dibayar saat bikin subscriber identity module stnk bagaimana prosedur klaim nya harus look who's talking polisi jangan pura pura buta banyak pungli di sana klaim asuransi ke aplikator seribet mengurus ke negara kah aku kira wajar jika ojol memberi optional perjalanan aman,Polisi,0,Negative,4294
motif serangan belum diungkap secara resmi oleh polisi insiden ini adalah penikaman fatal terhadap iryna zarutska pengungsi ukraina di kereta lynx sad a line of a powdered drug charlotte pada somebody else's problem pelaku decarlos heroin jr hitam riwayat kekerasan amplifier mungkin skizofrenia ditangkap amplifier,Polisi,1,Neutral,4295
bapak memang polisi yang di polsek itu di sekolahkan dimana sih banyak yang semakin lucu bapak,Polisi,2,Positive,4296
sering sangat dikira old man dan keponakan atau diliatin polisi karena curiga pedo,Polisi,0,Negative,4297
mantan polisi bukabukaan penghasilan role play miliar ini sumbernya,Polisi,1,Neutral,4298
maksudnya bubarkan polisi yang tidak benarnya polisi yang benar my jangan contoh polisi tidur jangan di bongkar,Polisi,0,Negative,4299
memang polisi kalau mengurus penjahat begitu harus mengeluarkan uang dia pribadi kah sampai enggak pernah mau mengurusi kasus penjahat begini,Polisi,0,Negative,4300
memang polisi tidak guna,Polisi,0,Negative,4301
sudah benar ada maling you gebukin dan bakar polisi my tidak ada gunanya,Polisi,0,Negative,4302
haha oke aku akui itu berdasarkan laporan polisi juli soal penyitaan ijazah untuk bukti di pengadilan belum ada pernyataan resmi keaslian akhir kontroversi masih ada kita tunggu fakta lengkapnya kamu punya information tambahan lanjut hey you,Polisi,1,Neutral,4303
aneh memang ini polisi konoha tinggal terima selesai saja tidak mau,Polisi,0,Negative,4304
any second now bawaslu not that bothered jadi tersangka penggelapan mobil sewa operasional polisi unit disita,Polisi,1,Neutral,4305
memang polisi bajingan itu rakyat buat mainan bisa bisa rusuh nepal merembet,Polisi,0,Negative,4306
apa jadinya indonesia kalau polisi libur 3hari wkwkwkwk,Polisi,0,Negative,4307
you aku coba luruskan a post on twitter di atas dengan rumus sebabakibat dan syaratjawaban secara logis rumus sebabakibat sebab ada perbedaan pendapat antara advokat dan polisi soal legalitas penangkapan akibat advokat harus melawan melalui jalur hukum adu argumen di,Polisi,1,Neutral,4308
apakah memang aparat polisi itu sdmnya rendah you,Polisi,0,Negative,4309
polisi yang masih kecil kecil adalah salah satu dari hasil gagalnya pendidikan di era covid19 seperti hehe sedih sangat sisanya adalah boyfriend over shoulder boyfriend over shoulder yang gelap mata haus harta benda duniawi padahal waktu kita di dunia ini cuma sebentar sangat huhuhu semoga kita bisa lebih sejahtera dari saat ini,Polisi,0,Negative,4310
tidak usah bilang oknum sebut saja polisi tidak perlu dipisah dipisahin seakan itu bukan perlakuan polisi,Polisi,0,Negative,4311
working at home kasus ijazah jokowi memang jadi contoh konkrit soal konflik antara kritik dan laporan pencemaran nama baik berdasarkan update terbaru jokowi lapor ke polisi ada pemeriksaan saksi seperti relative of yours suryo dan satu terpidana seperti bambang tri sudah bebas bersyarat uu sleep memang,Polisi,2,Positive,4312
indonesia ketika warganya tidak tergoda juta lapangan buzzer yang juta itu dan polisi tidak melindungi rezim,Polisi,0,Negative,4313
polisi yang luka luka naik jabatan luka luka karena bentrok sama warga sipil logikanya polisi yang belum naik jabatan jadi ingin bentrok sama warga sipil kedepannya,Polisi,0,Negative,4314
untung pelakunya bukan polisi anjing bapak,Polisi,0,Negative,4315
polisi semarang bangsatnya masih sama saja dari dulu convert music iko,Polisi,0,Negative,4316
dikira tempat judi,Polisi,0,Negative,4317
polisi itu any second now kan you jadi maksud dokter polisi buncit juga di kontrol perutnya enggak bisa cantonese exclamation kayaknya dok kan tiap hari dia makan uang tilang,Polisi,0,Negative,4318
hukum acaranya terbuka tidak boleh ada penutupan bukti lapor propam saja ini polisi nya,Polisi,1,Neutral,4319
berani itu film yang digrebek polisi dan ormas bukan film yang pesannya disetujui sepihak dan dirpomosikan oleh elit politik yang barusan kemarin kalian demoin amplifier ganti warna picture for proof,Polisi,0,Negative,4320
lapangan kerja untuk buzzer tni polisi ormas dan wna cina,Polisi,0,Negative,4321
polisi indonesia mana bisa,Polisi,0,Negative,4322
sorry if already posted kakak prioritas kalau orang miskin malas my sudah jadi dpr dan wapres kalau orang miskin banyak ngeluh my sudah pada jadi menteri dan kalau orang miskin mentalnya ngemis sudah jadi polisi semua itu mereka,Polisi,0,Negative,4323
viral warga bekasi serahkan pelaku curanmor ke kantor polisi oknum melepas saja lagi,Polisi,1,Neutral,4324
apob jenguk polisi korban kerusuhan tegaskan ojol dan polri tidak bermasalah,Polisi,1,Neutral,4325
polisi usut pelecehan mahasiswi palembang kkn di ogan ilir sumsel,Polisi,1,Neutral,4326
mereka tidak sadar karena ulah mereka akhirnya polisi yang di bully dpr juga harus terima dari lulusan s1 s3 yang cum loude,Polisi,0,Negative,4327
bukan aku you pacaran sama polisi pacar aku laki kiri esoterik,Polisi,0,Negative,4328
saingan sama polisi tidur,Polisi,0,Negative,4329
nadhani bado hawajui kuwa ccm yenyewe haina nguvu nya inapumulia mashine sasa hivi wahuni wanapanga kuanzia wabunge mpaka madiwani kura you mwananchi haina maana tena kuna parrallel system hata polisi wako kama wamekufa itu watu wanakamatwa wanakuwa treated nje you mfumo,Polisi,1,Neutral,4330
ciptakan keamanan dan kelancaran lalu lintas scholastic assessment test lantas dan scholastic assessment test samapta polres aceh utara laksanakan patroli sepeda motor pagi hari,Polisi,1,Neutral,4331
kemarahan rakyat nepal harus bisa jadi pelajaran berharga kenapa semarah ini pemerintah indonesia harus mengerti sehingga tindakan korupmemperkaya diri flexing amplifier kebijakan yang tidak pro rakyat seperti ini cukup terjadi di nepal satu lagi polisi yang refresif jangan terus dipelihara negara,Polisi,0,Negative,4332
polisi you bagaimana kakak,Polisi,0,Negative,4333
lho masih ada yang lapor polisi,Polisi,1,Neutral,4334
other half polisi kamu gebukin warga,Polisi,0,Negative,4335
kalau di nepal kan polisi mengayomi dan melindungi rakyat coba kalau di suatu negara yang ada rakyat yang digebukin,Polisi,0,Negative,4337
buat apa buang energi meminta warga aktifkan siskamling the other half kalau ada maling ketangkep malah disuruh bebasin sama polisi muah,Polisi,0,Negative,4338
ini banjir area kuta selatan sampai denpasar hanya yang terisolasi area denpasar area pura demak yang sampai evakuasi sama tni juga polisi soalnya hujan harian nonstop,Polisi,0,Negative,4339
rakyat nepal marah karena korupsi pejabat nepotisme ketidakadilan ekonomi dan larangan media sosial yang kini dicabut tuntutan utama pengunduran diri massal pemerintah pembubaran parlemen pemilu baru akuntabilitas atas kekerasan polisi yang menewaskan demonstran,Polisi,0,Negative,4340
polisi bongkar motif amplifier kronologi pembunuhan satu keluarga di indramayu,Polisi,1,Neutral,4341
insiden penembakan yang menewaskan dua polisi di daerah pedesaan australia,Polisi,1,Neutral,4342
polisi seperti begini maunya joged caiiya caiya saja di kantor,Polisi,0,Negative,4343
ibunya sendiri adalah pembunuh berantai kdrama thriller terbaru ini bikin merinding seorang polisi terpaksa meminta bantuan ibunya stop it pembunuh mantis buat nangkap someone who copies someone else killer episode link queenmantis kdrama jangdongyoon kohyunjung,Polisi,0,Negative,4344
dendam sesaat setelah puas dia panik punya pengalaman jagal hewan setelah panik mau hilangkan bukti yawes mutilasi di buang nya terpisah hilangkan jejak polisi lebih pintar yawes ketangkap,Polisi,0,Negative,4345
bendino disuguhi berita polisi goblok,Polisi,0,Negative,4346
aduh ada saja anggota polisi odgj,Polisi,0,Negative,4347
ringkasnya setelah konsultasi ke polda metro jaya polisi menegaskan tni sebagai institusi tidak bisa melaporkan pencemaran nama baik karena putusan mm ok mewajibkan pengaduan dilakukan oleh orang perorangan bukan lembaga hukum pidana khusus pencemaran nama baik delik aduan,Polisi,1,Neutral,4348
polisi kalau baca pesan kita pasti kita ditembak di tempat,Polisi,0,Negative,4349
pakai tidak ini yang satu pertanyaan macam apa ini pecat saja ini sudah polisi begini,Polisi,0,Negative,4350
polis anjing ini memang berasa sekali yang punya kuasa teringat dulu pas sama ada sosialisasi dari polisi buat masuk ke instansi mereka kbtulan polwan yang mengomong katanya kalau makan telur gaboleh makan yang kuning soalnya bahaya aku tanya kenapa malah melotot stop it dia katanya aku banyak tanya nya,Polisi,0,Negative,4351
lah ndek satuane opo ganok ahli hukume kok sampai konsultasi adoh adoh cool polisi,Polisi,0,Negative,4352
iko dibunuh polisi,Polisi,0,Negative,4353
memang begitu mrekasaya juga begitu kemarin dsruh lacak sndrieh mana tetangga bilangnya tidak ada lewat padahal mungkin malas berurusan sama polisi,Polisi,0,Negative,4354
boleh sih tapi kamu sudah sorry if already posted dipinang tiba sama polisi,Polisi,1,Neutral,4355
warga lapor temuangtdiproses polisikeluarga korban lapor kehilangangtdata kriminal polisi masuk hiya identifikasi dari sidik jadi kita bikin kartu kartu kan dengan sidik jari polisi nyebar teman tahu banyak kasus tinggal duitnya saja sama waktunya pencitraan itu kapan,Polisi,0,Negative,4356
pelanpelan saja nanti ketilang polisi aku my bagian cekikikan saja,Polisi,0,Negative,4357
bapak polisi juga pasti ngosngosan ngadepin demo lama jangan disangka demo baru,Polisi,0,Negative,4360
buang jauhjauh soal hoaks kita fokus sama solusi bareng bapak polisi,Polisi,0,Negative,4361
tinggal bayar polisi seperti tidak tahu saja kamu tingkah dia bagaimana ah,Polisi,0,Negative,4362
trillyun buat bapak polisi itu,Polisi,0,Negative,4363
memang tidak guna polisi di negara ini,Polisi,0,Negative,4364
sangat setuju kecuali konvoi presidenwaprestamu negara kendaraan militerpolisi karena urusan darurat damkar dan ambulan,Polisi,0,Negative,4365
polisi wenyewe tumechoka huku nepal,Polisi,0,Negative,4366
tidak ada polisi sudah rata mereka sama tanah di kocak,Polisi,0,Negative,4367
terakhir yosua hutabarat sih dibantai sesama polisi,Polisi,0,Negative,4368
kalau tidak ada polisi sudah habis kalian di,Polisi,0,Negative,4369
kegiatan personil polsek lubuk begalung preventif pagi clockwise giat pengaturan lalu lintas clockwise atau pencegahan kecelakaan pagi hari dari perspektif rabu polisi sorry if already posted mengamankan perjalanan pagi kamu patuhi ramburambu lalu lintas dan berhatihatilah di jalan,Polisi,1,Neutral,4370
crew yang beristirahat di griya karya semarang tawang yaitu untuk masinis asisten masinis polisi khusus kakak polsus kakak dan tka teknisi kereta application programming interface you kakak,Polisi,1,Neutral,4371
bapak dan sejujur itukah polisi ini mempertontonkan kebodohannya aku tidak ikhlas dan haram hukumnya jika uang pajak yang aku setor buat negara dimakan oleh polisi macam begitu,Polisi,0,Negative,4372
okum kalian dimanamana juga seperti polisi you,Polisi,2,Positive,4373
dengan ngeshare information yang benar kita bantu bapak polisi juga lho biar tidak keliru,Polisi,2,Positive,4374
no makanya jelas sangat sjw anjing yang that's ok aktivis itu memang antek asing tuntutan paling absurd dan nyata titipan asing you terkait tni kembali ke barak karena sjw paham kalau tni yang turun aksi rusuh akan bubar tidak berani kalau lawannya tni kalau lawan polisi masih berani,Polisi,0,Negative,4375
kepolisian menyelidiki kasus seorang pria penodong pistol kepada pengemudi ojek daring onlineojol di in that case permata hijau kebayoran lama jakarta selatan,Polisi,1,Neutral,4376
dari keterangan kedua tersangka diketahui bahwa sabu yang mereka miliki berasal dari remake menindaklanjuti informasi tersebut grup langsung bergerak cepat dan berhasil mengamankan remake sekitar pukul wib di wilayah simpang peut kata iptu sangat,Polisi,1,Neutral,4377
sumpah you bubar saja doh polisi anjing tidak guna,Polisi,0,Negative,4378
hahahah yang maling bodoh yang polisi juga bodoh sangat,Polisi,0,Negative,4379
hado polisi mnaoshika bunduki mnaogopa comments kuma nyoko zenu,Polisi,1,Neutral,4380
sebentar lagi kolega perawat ku yang gonta ganti polisi akan punya harry potter ini administrator on forum network etc,Polisi,1,Neutral,4381
kalau ada kejadian yang pelaku nya kepolisian jawa tengah ingat saja peraturannya polisi jawa tengah tidak pernah salah tapi korban akan selalu disalahkan korban tidak akan dapag keadilan closed-circuit television tidak akan dimunculkan kecuali di viralin dulu baru kelihatan kerja biar tidak salah,Polisi,0,Negative,4382
salah pergi mangsa itu oknum polisi omong tersangka langsung di kandangin tidak,Polisi,0,Negative,4383
stres polisi memang tugasnya jaga demonstrasi blok,Polisi,0,Negative,4385
bapak polisi tangkap ini orang berani nunjuk nunjuk presiden prabowo,Polisi,0,Negative,4386
matiin di tempat saja maling new years eve bareng polisi nya,Polisi,0,Negative,4387
lebih berguna damkar dari pada polisi,Polisi,0,Negative,4388
polisi disini merasa diatas rakyat makanya suka semena semena sama rakyat jadi tidak mungkin bisa andai mereka sadar kalau mereka di gaji rakyat mungkin kita bisa lebih dari ini,Polisi,0,Negative,4389
tidak salah dong kalau aku dan kita yang bayar pajak tiap bulan dan menilai kinerja kamu bapakbapak polisi ini jelek ayolah kapan organisasi kamu ini berbenah serius come nyala,Polisi,0,Negative,4390
jumlah militer nepal sekitar personel aktif polisi sekitar bukan sedikit untuk populasi juta insiden itu bagian dari protes antikorupsi besarbesaran pada sept di mana demonstran menentang larangan media sosial amplifier korupsi kerusuhan kacau pasukan,Polisi,0,Negative,4391
sama saja tidak ngaruh lulusan team killer juga bisa latihan dulu jadi polisi tidur,Polisi,0,Negative,4392
korban iryna zarutska distab tiga kali termasuk satu luka di leher berdasarkan laporan polisi dan closed-circuit television,Polisi,1,Neutral,4393
waduh polisi yang mana itu,Polisi,0,Negative,4394
memang polisi itu tidak ada guna nya anjink,Polisi,0,Negative,4395
wkwkwkwk masuk polisi,Polisi,0,Negative,4396
kuna vikundi vya watu wanayafanya haya inaweza isiwe polisi kila tukio cantonese exclamation aina hii ila kwa jinsi inchi ilivyooza mtu yeyote anayeona ana nguvu you kutenda haya anafanya akijua kabsa kelele zitakimbizwa polisi nya polisi now walivyo ovyo kazi ini kutetea nya kuja nya maelezo kibao,Polisi,1,Neutral,4397
polisi identifikasi akun medsos penyebar hoaks keamanan bandara soetta,Polisi,1,Neutral,4398
di sini polisi sudah dengan barikade dan kendaraan lapis baja makanya koruptor santai saja,Polisi,0,Negative,4399
tapi polisi melindungi ijasah palsu bapak kejaksaan melindungi ijasah palsu anak yang lain mana ada yang bisa,Polisi,0,Negative,4400
buronan kelas kakap dikawal balik ke negara asal keren habis bapak polisi,Polisi,2,Positive,4401
kerja keras bapak polisi tidak siasia buronannya berhasil dibekuk,Polisi,2,Positive,4402
baca baca sih begitu polisi sama tentaranya berpihak ke warga,Polisi,0,Negative,4403
mantap tidak kasih celah buat penjahat main di jakarta hi doh bapak polisi,Polisi,0,Negative,4404
diduga edarkan sabu seorang pria warga tantaringin diamankan polisi tabalong polres tabalong sibling alert warga desa tantaringin kecamatan muara harus diamankan terkait peredaran narkotika golongan bukan tanaman jenis sabu sebagaimana,Polisi,1,Neutral,4405
pokoknya bapak polisi keren bikin buronan internasional tidak bebas lagi,Polisi,2,Positive,4406
you you polisi nanganin kamtibmas dan tni nanganin pertahanan begitu kan jangan sampai kewalik kewalik you,Polisi,0,Negative,4407
dari hasil kejahatannya pelaku sempat membeli rumah mobil motor serta perlengkapan rumah tangga dalam penggerebekan polisi menyita tiga karung berisi uang dua motor dan sejumlah barang,Polisi,1,Neutral,4408
keseruan lomba polisi cilik tingkat polda jawa barat yang diselenggarakan dalam rangka hari lalu lintas bhayangkara ke70 dimana adikadik kita yang tergabung dalam polisi cilik polresta bogor kota berhasil menjuarai sejumlah kategori,Polisi,2,Positive,4409
ini baru namanya grup cool bapak polisi di dua negara kompak sangat,Polisi,2,Positive,4410
untuk buat bap di kantor polisi indonesia bawa ktp atau identitas diri simpaspor jika tidak ada ktp bukti terkait kejadian foto video closed-circuit television dokumen saksi jika memungkinkan datang ke spkt terdekat ceritakan kronologi polisi akan wawancara dan buat bap proses,Polisi,1,Neutral,4411
dalam sebuah foto yang beredar di media sosial memperlihatkan sejumlah polisi yang harusnya mengamankan demo malah bergabung bersama paralytic demonstran yang mayoritas dari kalangan information saja,Polisi,1,Neutral,4412
kwamba marehemu alienda kwenye media take out nya gunia akaingia kwenye mfuko akaufunga akaanguka kifafa nya akaanguka mtoni yaani polisi hivi vituko mlizaliwa tahu mliokotwa nyie yaani mnapelekaje publik statement kama hiyo iliyojaa maswali mengi jeshi limeodhiwa nya mtu m1 bye watz tena,Polisi,1,Neutral,4413
tiga pengeroyok yang tewaskan ojol dandi ditangkap polisi,Polisi,1,Neutral,4414
polisi akhirnya berhasil menangkap dua pelaku pembunuhan satu keluarga di indramayu jawa barat aksi keji ini dipicu dendam perihal uang sewa mobil sebesar rp750 tidak kunjung dikembalikan,Polisi,0,Negative,4415
ribet kontol polisi goblok,Polisi,0,Negative,4417
polisi memang anjing,Polisi,0,Negative,4418
tidak salah ini bapak polisi tidak hanya anak dewasa tapi anak kecil juga perlu pengawasan ketat,Polisi,2,Positive,4419
di sini polisi pun yang polisi polisi kecilnya juga belum sejahtera cari pekerjaan baru pun susah aku yakin sudah mereka lebih takut bulan ini tidak gajian tidak bisa ngsh makan anak istri malah mungkin dipecat daripada berusaha bareng bareng sama rakyat lainnya untuk menggulingkan pemerintah dzolim ini,Polisi,0,Negative,4420
tni sudah tidak punya nama awokwok gabung saja kamu sama polisi,Polisi,0,Negative,4421
seorang pria berusia tahun tewas setelah terjatuh di in that case roxy kakak selasa pukul wib petugas mengevakuasi korban dan mengamankan lokasi polisi masih menyelidiki penyebab insiden tersebut jakarta lokatv newsupdate,Polisi,1,Neutral,4422
percaya polisi tuhanmu dua,Polisi,2,Positive,4423
selain polisi upchar ternyata ada malaikat upchar juga you kakak tapi bagaimana ini aman tidak semua foto sudah terupload dengan baik,Polisi,0,Negative,4424
jagajaga biar tidak kejadian anehaneh di jalan terima kasih bapak polisi atas sarannya,Polisi,2,Positive,4425
bisa ke dinoyo keramik pusatnya souvenir murah di malang lokasi di belakang pos polisi dinoyo sak gang itu perajin souvenir semua,Polisi,2,Positive,4426
polisi walishasema kuwa raia wanajiteka wenyewe jadi sipendezwi nya hili tangazo unless muelewe maana you no offence reforms no offence election i love it hii migogoro ikome tz,Polisi,2,Positive,4427
belajar yang giat biar tidak jadi polisi,Polisi,0,Negative,4428
tipsnya simpel tapi keren safety dulu baru senang terimakasih bapak polisi sudah mengingatkan,Polisi,2,Positive,4429
penting sangat mengajari anakanak jaga keselamatan biar bapak polisi tidak usah ribet,Polisi,2,Positive,4430
polisi sudah bodoh tni juga ikutan bodoh siapa yang harus kita percaya tolong bapak sekolahkan lagi mereka ini,Polisi,0,Negative,4431
paling rendah pangkatnya polisi inspektur letnan dong,Polisi,0,Negative,4432
yang perlu diingat hilang ayam biaya seharga kambing hilang kambing biaya seharga sapi hilang sapi biaya seharga motor hilang motor biaya seharga mobil selanjutnya seperti itu hanya di indonesia lapor polisi administrasi melebihi barang yang hilang,Polisi,0,Negative,4433
kesimpulannya agak aneh setelah melihat keterangan saksi atau mau meniru jejak polisi seperti pada gambar di sebelahnya,Polisi,0,Negative,4434
you laporan dari berbagai sumber berita seperti reuters ground news dan watchers news menyebutkan ada korban jiwa dalam protes di nepal pada september jumlah kematian dilaporkan antara hingga orang akibat bentrokan dengan polisi,Polisi,1,Neutral,4435
sudah benar bapak polisi ini sesuai dengan iklan di belakangya polri untuk masyarakat,Polisi,1,Neutral,4436
ke kantor polisi saja kakak cari orang hilang lumayan menambah nambahin pekerjaan polisi itu,Polisi,1,Neutral,4437
masuk polisi itu pakai ujian tidak sih bapak,Polisi,1,Neutral,4438
mana sudah polisi skena harusnya bacoti stop it kamil ini,Polisi,0,Negative,4439
polisi anjng bangsat memang tiap hari ada saja ulah polisi bikin emosi you,Polisi,0,Negative,4440
polisi buru kawanan perampok di duren sawit,Polisi,1,Neutral,4441
yang masuk polisi jalur jual tanah sepertinya uek pantas kualitas nya seperti itu uek mual juga ini,Polisi,0,Negative,4442
mobil kena tipu terus lapor polisi disuruh bayar juta buat ngurusinnya,Polisi,0,Negative,4443
yaampun sudah sakit aku rasa lapor polisi demi penghargaan terbaik korean popular music doang tawa (laugh) dulu sih bilangnya kalau older brother male friend nya sudah melebihi korean popular music,Polisi,0,Negative,4444
satpam bank murni bisnis siapa yang mau membayar orang tanpa mau berkerja dengan baik dan makan gaji buta atasan pasti tidak mau rugi polisi pajak rakyat yang rugi rakyat karena membayar mereka dengan cumacuma tanpa kelayakan kerja mereka,Polisi,0,Negative,4445
ambirni hii ngombe iache kujiabisha anaonekani hajasoma kumbe ini mtaaluma aku sheria ubunge utaupata kweli kwa sera zako pizza kuahidi kila polisi land cruiser nya ghorofa sangat bogus,Polisi,2,Positive,4446
kalau hanya berpegang pada apa kata boyfriend over shoulder sri mulyani tidak ada bedanya sama polisi dong di this nation kita still punya options kok hanya tone deaf saja hehe,Polisi,0,Negative,4447
kok polisi negara besar tidak tahu standard operating procedure sendiri rakyat sudah bayar pajak tapi yang dibayar macam begini tolong malu lah,Polisi,0,Negative,4448
polisi tidak ada gunanya,Polisi,0,Negative,4449
nanti stop it maling lapor polisi sebagai korban penganiayaan dan percobaan pembunuhan,Polisi,0,Negative,4450
polantas menyapa sekolah ditlantas polda malut ajak pelajar jadi pelopor tertib berlalu lintas dalam rangka memperingati hari ulang tahun hut ke70 polisi lalu lintas direktorat lalu lintas polda malut menyelenggarakan kegiatan polantas menyapa dengan menyasar pelajar,Polisi,1,Neutral,4451
polisi kembali panggil sherina munaf,Polisi,1,Neutral,4452
polisi harus periksa anak menkeu ini pernyataanya sungguh berbahaya jika benar ada agen central intelligence agency di dalam pemerintahan,Polisi,0,Negative,4453
kok bisa you pemahamannya separah ini lengkap lho penerangan siber hukum polisi militer berbintang pula semuanya,Polisi,0,Negative,4454
motor ditahan sebagai big brother kan bisa di pinjam pakai bapak polisi kamu saja malas mengurusi karena tidak ada duitnya,Polisi,0,Negative,4455
haters laugh sudah di tahap frustasi sampai mau ngelapor polisi,Polisi,0,Negative,4456
karena kasus penipuan anggota polisi di inhu riau dipecat tidak hormat,Polisi,0,Negative,4457
kulingana nya ripoti pizza alcohol jazeera nya manusia rights watch waandamanaji walijaribu kufika state house juni lakini polisi nya jeshi waliwazuia kwa vizuizi gesi you machozi risasi nya maji you shinikizo hakuna kuingia kuliripotiwa kuna vifo nya majeruhi zaidi you,Polisi,1,Neutral,4458
yang penting tidak usah lapor polisi teman seperti aku motor hilang sudah bulan sampai sekarang tidak ada kabar kemungkinan karena aku tidak mengasih uang jadi mereka tidak nyariin tawa (laugh) mending duitnya buat beli motor lagi itupun kalau duitny ada,Polisi,0,Negative,4459
jika polisi meminta biaya untuk laporan tolak dengan sopan dan meminta bukti resmi catat nama petugas laporkan ke divisi propam polri via whatsapp just a minute sertakan now i know bukti dan detail kejadian atau email ke atau datang langsung ke,Polisi,1,Neutral,4460
namanya juga polisi kakak tidak jelas fungsinya folback,Polisi,0,Negative,4461
armys laporin lisa ke polisi ada saja gebrakannya kocak entahh siapa yang salah yang mengerti be home soon thailand boleh dibantu apa stop it kakak an internet search engine ini sudah jelas atau perlu dijelasin lagi ini isi laporannya,Polisi,0,Negative,4462
lalu apa yang harus dilakukan warga negara apabila ada seorang polisi melakukan pungutan atas sebuah laporan polisi,Polisi,1,Neutral,4464
wow jadi polisimiliter tuh bisa you tidak ngelindes dan mukulin demonstran,Polisi,0,Negative,4465
dengan kata lain stop it ferry punya bekingan yang mempunya hubungan dengan petinggi polisi,Polisi,1,Neutral,4466
bapak polisi tolong dong kasihan ibuprofen tersebut,Polisi,0,Negative,4467
ini polisi dan tni pro rakyat kah tidak seperti di indon tawa berlebihan rakyat berjuang sendirian,Polisi,0,Negative,4468
di nepal sedang terjadi protes besarbesaran oleh information saja sejak september menentang korupsi larangan media sosial dan isu pemerintahan setidaknya orang tewas ratusan terluka dalam bentrokan dengan polisi gedung parlemen dibakar dan pm korean pride sharma oli mengundurkan,Polisi,1,Neutral,4469
penjarahan dimana dimana dan tidak ada polisi sama sekali inilah bentuk dari negara yang lawlessmengalami kekosongan pengamanan dari aparat polisi negara tanpa pemerintahan akan menciptakanmembuat rakyatnya menjadi liar,Polisi,0,Negative,4470
tidak warga negara tidak harus membayar untuk laporan polisi berdasarkan pasal ayat uu no offence tahun tentang kuhap laporan adalah pemberitahuan gratis tanpa biaya peraturan kapolri no offence tahun juga melarang pungutan biaya jika diminta bayar itu melanggar hukum,Polisi,0,Negative,4471
lapor polisi kalau tidak bawa uang tidak akan di meladeni polisi yang sigap hanya polisi itupun karena ada kamera ya sisanya pasti tahu sendiri lah bobroknya kepolisian bagaimana,Polisi,0,Negative,4472
sebenarnya memang perlu ke kita ambil statement dari mef ini memandangkan sudah terbukti dia memang akan tolak kalau polisi tidak menyebelahi dia tidak tanya pun sudah tahu jawaban,Polisi,0,Negative,4473
apakah seorang warga negara harus membayar untuk sebuah laporan polisi sertakan dasarhukum nya,Polisi,1,Neutral,4474
jujur masih kesal sama polisi kemarin yang dengan pedenya bilang bukan urusan aku padahal itu pedagang lagi hilang hpnya you allah harus dibayar dulu ege padahal dibanyakin itu anggaranya,Polisi,0,Negative,4475
kalau polisi yang nangkap kalau kasus belum di verbal bisa gono begini tapi kalau massa yang nangkap susah dilepas,Polisi,0,Negative,4476
bapak bayi yang dibunuh ibunya di karanganyar diperiksa polisi,Polisi,1,Neutral,4477
laporkan ke polisi vidio ini bisa jadi bukti kan lapor juga ke semoga mereka tidak menunggu diberi uang untuk membantu,Polisi,0,Negative,4478
premanisme brutal bayangi pasar angso do unto others jambi pedagang desak ada pos polisi via jambi,Polisi,1,Neutral,4479
tidak heran makanya maling motor banyak yang di bakar atau mati di gebukin massa wong nyatanya di bawa ke kantor polisi malah seperti begini,Polisi,0,Negative,4480
di nepal kira ada rakyat yang di benturin sama rakyat tidak you contohnya mungkin istri polisi nepal ngeattack yang tidak sejalan sama kepolisian nepal,Polisi,0,Negative,4481
other half syit bagaimana ya dari kemarin malas berurusan dengan polisi stnk aku belum bayar pajaknya tahun initapi disuruh fotocopy,Polisi,0,Negative,4482
susah payah dia naikkan citra polisi tapi you kebanyakan yang bangsat isi nya maka nya kagak mungkin citra itu di poles lagi,Polisi,0,Negative,4483
reaksi kapuspen soal ferry irwandi tidak bisa dilaporkan tni ke polisi,Polisi,1,Neutral,4484
misteri kematian vian ruma pemuda aktivis di nagekeo keluarga dan masyarakat desak polisi usut tuntas via,Polisi,1,Neutral,4485
karena polisi sedang di pantau pirate bulletin board dalam kekerasan dan pelanggaran ham bukti asli tidak akan keluarbikin bukti fiktif,Polisi,0,Negative,4486
