row_index,text,entity,role,ID
5183,polri polisi republik indonesia pembunuh orang represif intimidasi massa aksi berasal universitas indonesia dibersamai mahasiswa unique identification number jakarta universitas atmajaya,unique identification number jakarta,ORG,5728
5183,polri polisi republik indonesia pembunuh orang represif intimidasi massa aksi berasal universitas indonesia dibersamai mahasiswa unique identification number jakarta universitas atmajaya,universitas atmajaya,ORG,5728
5186,nepal kerusuhan menewaskan orang melukai ratusan polisi menembakkan peluru karet warga mengklaim peluru tajam reuters melaporkan demonstran daerah bergerak ibuprofen kota kathmandu,reuters,ORG,5731
5188,orang tua keluarga makan uang didapatnya polisi banting badan tulang very so dilahirkan,very so,PER,5733
5191,polisi hadir aktivitas pagi atur lalin bantu siswa sdn gondangdia jakarta pusat kepolisian peran humanis pelayanan publik bhabinkamtibmas kelurahan gondangdia aiptu kamidi melaksanakan pengaturan arus lintas just a minute sibuk,aiptu kamidi,PER,5736
5194,polisi menangkap pelaku berinisial penny pembunuhan keluarga terkubur lahad indramayu penangkapan terungkap motif pelaku kesal,penny,PER,5739
5195,inalillahi berduka sedalamdealamnya semoga polisi menangkap pelaku semudah menangkap paralytic pencuri rumah uya kuya,inalillahi,PER,5740
5196,polisi dansatsiber tni polda metro jaya laporkan ferry irwandi,ferry irwandi,PER,5741
5197,edan proses polisi,edan,PER,5742
5201,another universe polisi dikasih penghargaan tawa (laugh) jancok,jancok,PER,5747
5205,polisi menangkap pelaku berinisial penny pembunuhan keluarga terkubur lahad indramayu pelaku terpaksa ditembak kaki melawan diamankan,penny,PER,5751
5208,stop it laras ngepost pragmatis ceplas ceplos sesuai realita maksud polisi pakai semantik nangkep maksudnya stop it laras orang hadap hadapan stop it teriak anjing anjing dideketnya stop it nangkep dikatai,laras,PER,5754
5216,polisi tni laporkan ferry irwandi dugaan pencemaran nama klik baca,ferry irwandi,PER,5762
5220,video bijah mengasih clue keluarga teman munir kaitan ditangani munir setahun terkahir meninggal video penyelidikan polisi paralytic saksi pergi kesaksian pengadilan,bijah,PER,5766
5220,video bijah mengasih clue keluarga teman munir kaitan ditangani munir setahun terkahir meninggal video penyelidikan polisi paralytic saksi pergi kesaksian pengadilan,munir,PER,5766
5220,video bijah mengasih clue keluarga teman munir kaitan ditangani munir setahun terkahir meninggal video penyelidikan polisi paralytic saksi pergi kesaksian pengadilan,munir,PER,5766
5224,pm nepal korean pride sharma oli mundur orang tewas ditembak polisi unjuk unjuk dimotori generasi jengkel korupsi paralytic pejabat internasional adadikompas,korean pride sharma oli,PER,5770
5228,berdasarkan laporan berita terkini rumah sri mulyani digeruduk dijarah massa agustus demo besarbesaran polisi tetapkan tersangka information resmi dalang utama mundurnya beliau september reshuffle,sri mulyani,PER,5776
5237,demonstran information marah mencoba menyerbu gedung dewan perwakilan rakyat dpr protes maraknya korupsi larangan media sosial polisi ibuprofen kota menembakkan flatulence blanked mata peluru karet arah pengunjuk yelioomworld nepal demonstration genz chaos,yelioomworld nepal demonstration genz chaos,ORG,5787
5238,maksud ferry irwandi karir copot mengidolakan pegiat sosial adaada brother baca biar ikutan fear of missing out tni campur pidana sipil,ferry irwandi,PER,5788
5238,maksud ferry irwandi karir copot mengidolakan pegiat sosial adaada brother baca biar ikutan fear of missing out tni campur pidana sipil,copot,PER,5788
5254,individu perseorangan polisi tni laporkan ferry irwandi dugaan pencemaran nama,ferry irwandi,PER,5804
5259,lihat rion kenzo pakai baju polisi semalem pangkal beliau jenderal bintang,rion kenzo,PER,5811
5261,anggun tyas ditangkap cepat bank langsung lapor polisi kejadian sept polisi lacak seminggu tangkap tidur persembunyian gunung kidul sept korupsi dana haji kpk sidik kuota libatkan eks menteri,anggun tyas,PER,5813
5265,copet harry potter ketangkep terduga copet masuk mobil polisi,harry potter,PER,5817
5267,mneneri polisi mdziko muno peter kalaya atsimikiza pizza nkhaniyi poyankhula neither do i zodiak daring masana anorexic,mdziko muno peter kalaya atsimikiza,PER,5819
5267,mneneri polisi mdziko muno peter kalaya atsimikiza pizza nkhaniyi poyankhula neither do i zodiak daring masana anorexic,nkhaniyi,PER,5819
5267,mneneri polisi mdziko muno peter kalaya atsimikiza pizza nkhaniyi poyankhula neither do i zodiak daring masana anorexic,poyankhula,PER,5819
5267,mneneri polisi mdziko muno peter kalaya atsimikiza pizza nkhaniyi poyankhula neither do i zodiak daring masana anorexic,masana anorexic,PER,5819
5269,polisi pangkat warganya surga awas diaduin almarhum affan,affan,PER,5821
5270,tentara melaporkan warga sipil polisi tangkapadilijokowi,##adilijokowi,PER,5823
5277,heche watakuwa wamewaweka mbwa wow polisi washenzi hao i love it wananchi wakiliamsha waanze kuwapiga ndio maana wameleta magari yao wagonjwa kenge hao,heche watakuwa wamewaweka mbwa,PER,5830
5279,mmeshika rungu wanetu hamuwezi toka madarakani kwa boxes pizza kura mahakama yenu polisi wenu kila jeshi cantonese exclamation nchi hii lenu mpaka migambo lenu,wenu kila,PER,5832
5279,mmeshika rungu wanetu hamuwezi toka madarakani kwa boxes pizza kura mahakama yenu polisi wenu kila jeshi cantonese exclamation nchi hii lenu mpaka migambo lenu,nchi hii lenu,PER,5832
5279,mmeshika rungu wanetu hamuwezi toka madarakani kwa boxes pizza kura mahakama yenu polisi wenu kila jeshi cantonese exclamation nchi hii lenu mpaka migambo lenu,mpaka migambo lenu,PER,5832
5280,gara gara jalan bumpy purwakarta turunan fakyu kdm gara gara galiat polisi tidur,fakyu kdm,PER,5833
5283,refugee baca feb peraturan kapolri tito jul quote a social networking site anggaran fantastis,refugee,ORG,5836
5287,video detikdetik penangkapan sopir bank bawa kabur rp10 polisi grebek pelaku rebahan ditangkap pagi sekira wib tertidur rumah persembunyiannya desa giriwungu kecamatan panggang kabupaten gunungkidul,grebek,PER,5841
5287,video detikdetik penangkapan sopir bank bawa kabur rp10 polisi grebek pelaku rebahan ditangkap pagi sekira wib tertidur rumah persembunyiannya desa giriwungu kecamatan panggang kabupaten gunungkidul,rebahan,PER,5841
5292,september ribuan pemuda nepal information memprotes larangan media sosial korupsi pemerintah polisi menembak menewaskan orang pendemo membobol membakar gedung parlemen federal kathmandu bangunan pemerintah pm korean pride,korean pride,PER,5846
5296,skenario terburuk husein mengalami cedera berat tewas akibat amuk massa massa berisiko dituntut pidana penganiayaan pembunuhan situasi eskalasi kerusuhan luas rusak properti perpecahan masyarakat pati polisi intervensi,husein,PER,5851
5299,kuasa hukum keluarga mendiang diplomat arya daru pangayunan adp marwan iswandi pusat polisi militer puspom mabes tni cilangkap jakarta timur selasa kedatangan bantuan pengusutan kematian adp keluarga,arya daru pangayunan,PER,5854
5299,kuasa hukum keluarga mendiang diplomat arya daru pangayunan adp marwan iswandi pusat polisi militer puspom mabes tni cilangkap jakarta timur selasa kedatangan bantuan pengusutan kematian adp keluarga,adp,PER,5854
5299,kuasa hukum keluarga mendiang diplomat arya daru pangayunan adp marwan iswandi pusat polisi militer puspom mabes tni cilangkap jakarta timur selasa kedatangan bantuan pengusutan kematian adp keluarga,marwan iswandi,PER,5854
5299,kuasa hukum keluarga mendiang diplomat arya daru pangayunan adp marwan iswandi pusat polisi militer puspom mabes tni cilangkap jakarta timur selasa kedatangan bantuan pengusutan kematian adp keluarga,adp,PER,5854
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,mhe,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,akiwaonyesha askari,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,jeshi cantones,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,kuwanyima,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,fursa wanachama,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,viongozi chadema fursa kuingia ndani,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,uhaini,PER,5869
5312,mhe akiwaonyesha askari jeshi cantonese exclamation polisi waliojaza ukumbi mahakama ku kuwanyima fursa wanachama viongozi chadema fursa kuingia ndani kufuatilia mwenendo kesi uhaini inayomkabili mhe,inayomkabili,PER,5869
5314,polisi bersikukuh peristiwa menimpa iko juliant mahasiswa unnes murni kecelakaan lintas polisi ditantang membuka rekaman kejadian publik polhuk adadikompas,iko juliant,PER,5871
5314,polisi bersikukuh peristiwa menimpa iko juliant mahasiswa unnes murni kecelakaan lintas polisi ditantang membuka rekaman kejadian publik polhuk adadikompas,unnes,ORG,5871
5324,polisi menangkap paralytic penculik irpan septiana tukang cireng garut orang diringkus polisi salah satunya wanita penuh,irpan septiana,PER,5882
5326,polisi sibuk mengurusi sherina gara gara kucing uya kuya country unserious,sherina,PER,5884
5330,hasbi dikomen twitnya ngamuk dilaporin polisi,hasbi,PER,5888
5331,polisi tetapkan tersangka pembakar grahadi total pelaku,grahadi,PER,5889
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,heche aibua taharuki,PER,5891
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,kufuatia uwepo,PER,5891
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,wasio sare makamu mwenyekiti,PER,5891
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa,PER,5891
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,wasiovaa sare waliokuwa ndani ukumbi,PER,5891
5333,tanzania heche aibua taharuki mahakamani kufuatia uwepo polisi wasio sare makamu mwenyekiti chadema bara john heche ameonyesha wasiwasi kuhusu idadi kubwa polisi wasiovaa sare waliokuwa ndani ukumbi mahakama wakati kesi uhaini inayomkabili tundu lissu,wakati kesi uhaini inayomkabili tundu lissu,PER,5891
5337,polisi menangkap pelaku penculikan irpan septiana tukang cireng garut korban selamat mengalami luka motif penculikan terungkap via,irpan septiana,PER,5896
5347,polisi heard understood acknowledged hatari kukushika lakini hata kua coherent court ngumu,hatari kukushika lakini hata ku,PER,5907
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,jokowi,PER,5908
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,jkw,PER,5908
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,jkw,PER,5908
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,mand,PER,5908
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,jkw,PER,5908
5348,kebingingan rakyat ijazah jokowi relative of yours counter-strike laporkan jkw ijazah jkw palsu mandek jkw lapor relative of yours counter-strike mencemarkan nama ijazah ku asli mandek hakim jaksa polisi pengaduan layaknya customer relationship management dki jakarta,mandek,PER,5908
5349,prabowo mikir polisinya sengaja buka war demo biar terluka pangkat alat perlindungan tameng vest helm lengkap tugas polisi defend massa kondusif,prabowo,PER,5909
5351,pemerintah nepal memicu kemarahan publik melarang platform media sosial baca selengkapnya demo protes nepal nepalprotest pondphuwinfanconlive budi arie menpora,pondphuwinfanconlive,PER,5911
5351,pemerintah nepal memicu kemarahan publik melarang platform media sosial baca selengkapnya demo protes nepal nepalprotest pondphuwinfanconlive budi arie menpora,budi arie,PER,5911
5352,1dsell world trade organization pboutbox membkit polisi bayar 14k tinggal commanding officer,1dsell world trade organization pboutbox,ORG,5912
5353,nepal protes information lawan korupsi nepotisme amplifier larangan media sosial dicabut polisi tembak demo tewas ratusan luka demonstran bakar gedung parlemen amplifier rumah pemimpin pm korean pride sharma oli mundur situasi tegang curfew diberlakukan,pride sharma oli,PER,5913
5355,tunggu investigasi polisi sebentar human immunodeficiency virus hengdian hasil investigasi mudah lempar batu sembunyi tangan nyebar paparazi yangyangdia 3x dipenjara xukai,paparazi,PER,5915
5355,tunggu investigasi polisi sebentar human immunodeficiency virus hengdian hasil investigasi mudah lempar batu sembunyi tangan nyebar paparazi yangyangdia 3x dipenjara xukai,xukai,PER,5915
5357,habis mendengarkan penjelasan lengkap polisi ditusuk leher nembus dimutilasi pelakunya santai iblis minder kaget baca,nembus,PER,5917
5360,nusu wakenya wamewahi kudhulumiwa polisi ripoti yabainisha collins lusweti can't be stuffed habari hii saa nane kamili atakuwa nawe hadi tatu usiku hapandipo,yabainisha collins,PER,5920
5367,stop it ms excel file extension bukti xu kai buka kasino rumahnya hengdian lapor polisi cepat jatohin kasih paparazi menggiring opini publik bukti dipertanggung jawabkan xukai,xu kai,PER,5928
5367,stop it ms excel file extension bukti xu kai buka kasino rumahnya hengdian lapor polisi cepat jatohin kasih paparazi menggiring opini publik bukti dipertanggung jawabkan xukai,hengdian,PER,5928
5367,stop it ms excel file extension bukti xu kai buka kasino rumahnya hengdian lapor polisi cepat jatohin kasih paparazi menggiring opini publik bukti dipertanggung jawabkan xukai,paparazi,PER,5928
5367,stop it ms excel file extension bukti xu kai buka kasino rumahnya hengdian lapor polisi cepat jatohin kasih paparazi menggiring opini publik bukti dipertanggung jawabkan xukai,xukai,PER,5928
5368,nahisi lile basi cantonese exclamation safari mwisho mzee kibao nalo lilijazwa wasafiri feki lilijazwa polisi alaainiwe aliyetoa maagizo hey you,wasafiri feki lilijazwa,PER,5929
5368,nahisi lile basi cantonese exclamation safari mwisho mzee kibao nalo lilijazwa wasafiri feki lilijazwa polisi alaainiwe aliyetoa maagizo hey you,alaainiwe aliyetoa maagizo,PER,5929
5374,satpolairud polresta pati giat inovatif stop it polacekal anggota satpolairud dipimpin photoshop kbo satpolairud aipda munaji same here melaksanakan giat inovatif sipola cekal polisi polairud cegah kebakaran kapal himbauan paralytic pekerja diatas kapal kerja,aipda munaji same here,PER,5937
5377,sawa ukamatwe polisi wow wanasaka ushahidi kukutia hatiani wanakujaza sema ukweli tukuachie unaweka wazi kila kitu kazi yao inakuwa rahisi,ushahidi,PER,5940
5382,kapolri jenderal polisi drs listyo sigit prabowo menghadiri acara dead on arrival peringatan maulid nabi muhammad saw lapangan presisi polda metro jaya minggu,jenderal polisi drs listyo sigit prabowo,PER,5946
5383,hatutakubali jeshi cantonese exclamation polisi kuendesha mpaka mahakama mhe,jeshi,PER,5947
5385,konon ferri irwandi diduga tindak pidana pencemaran nama lucunya melaporkan institusi tni institusi tercemar namanya melaporkan personalpribadi brigjend lapor polisi mesti dipecat pekerjaan,ferri irwandi,PER,5950
5387,prabowo hama dpr hama polisi hama menteri keuangan hama pemerenta hama guwa homo,prabowo,PER,5952
5387,prabowo hama dpr hama polisi hama menteri keuangan hama pemerenta hama guwa homo,guwa homo,PER,5952
5389,polisi pembunuh nawak kanjuruhan polisi jancok,jancok,PER,5954
5394,ba fufufafa boyfriend over shoulder boyfriend over shoulder judol pejabat strategis team killer menteri polisi intelligence pimpinan dprmpr jaksa hakim dsb negara goyang permainan pemilu,ba fufufafa,PER,5959
5398,kapolri jenderal polisi drs listyo sigit prabowo menghadiri dead on arrival peringatan maulid nabi muhammad saw hijriah lapangan presisi polda metro jaya jakarta minggu,jenderal polisi drs listyo sigit prabowo,PER,5965
5399,muhammad mahajna pemilik rumah digerebek ben gvir petugas polisi israel umm alfahm petugas bersenjata didampingi ben gvir berusaha masuk rumah dalih memiliki izin dicegah masuk memilih rumah acak,muhammad mahajna,PER,5966
5399,muhammad mahajna pemilik rumah digerebek ben gvir petugas polisi israel umm alfahm petugas bersenjata didampingi ben gvir berusaha masuk rumah dalih memiliki izin dicegah masuk memilih rumah acak,ben gvir,PER,5966
5399,muhammad mahajna pemilik rumah digerebek ben gvir petugas polisi israel umm alfahm petugas bersenjata didampingi ben gvir berusaha masuk rumah dalih memiliki izin dicegah masuk memilih rumah acak,umm alfahm,PER,5966
5399,muhammad mahajna pemilik rumah digerebek ben gvir petugas polisi israel umm alfahm petugas bersenjata didampingi ben gvir berusaha masuk rumah dalih memiliki izin dicegah masuk memilih rumah acak,ben gvir,PER,5966
5407,kapolres kediri kota pergi sekolah kediri kota kapolres kediri kota akbp anggi saputra ibrahim same here map hack arahan siswasiswi smk pgri kediri mengangkat tema kenakalan remaja polri polisi polreskedirikota arahan smk1pgrikediri,akbp anggi saputra ibrahim,PER,5976
5407,kapolres kediri kota pergi sekolah kediri kota kapolres kediri kota akbp anggi saputra ibrahim same here map hack arahan siswasiswi smk pgri kediri mengangkat tema kenakalan remaja polri polisi polreskedirikota arahan smk1pgrikediri,siswasiswi smk pgri kediri,ORG,5976
5407,kapolres kediri kota pergi sekolah kediri kota kapolres kediri kota akbp anggi saputra ibrahim same here map hack arahan siswasiswi smk pgri kediri mengangkat tema kenakalan remaja polri polisi polreskedirikota arahan smk1pgrikediri,smk1pgrikediri,ORG,5976
5419,mbogamboga wamepanik jana wamelala viatu baada umati wafuasi lissu kumshangilia lissu wakisema rais rais rais hii iliwafanya wajaze polisi kwenye viti vya mahakama mko waoga,viatu baada umati wafuasi lissu kumshangilia lissu wakisema rais rais rais hii iliwafanya,PER,5989
5420,hawa law enforcement officer manyoni waliojitokeza wanajeshi polisi magereza uhamiaji zimamoto usalama,manyoni waliojitokeza wanajeshi,PER,5990
5420,hawa law enforcement officer manyoni waliojitokeza wanajeshi polisi magereza uhamiaji zimamoto usalama,uhamiaji zimamoto usalama,PER,5990
5421,hii video ndio sababu kujaza polisi ndani ukumbi mahakama punyaku presiden noreformsnoelection,ndio sababu,PER,5991
5421,hii video ndio sababu kujaza polisi ndani ukumbi mahakama punyaku presiden noreformsnoelection,ndani ukumbi,PER,5991
5422,kapolri jenderal polisi drs listyo sigit prabowo menghadiri acara dead on arrival peringatan maulid nabi muhammad saw lapangan presisi polda metro jaya minggu sinergijagakedamaian wujudkan indonesia harmonis,jenderal polisi drs listyo sigit prabowo,PER,5993
5423,menatap mata hati polisi indonesia anton tabah halaman harga minat order silakan pesan klik link,anton tabah,PER,5995
5428,tiara heroin 11kos bondia marekani aliyeacha kazi jeshi cantonese exclamation polisi mwaka kuwekeza muda mwingi kwenye kazi ngumi pizza kulipwa aliyoianza mwaka machi alishinda ubingwa dunia wbc featherweight ambao septemba mwaka atautetea,aliyoianza,PER,6001
5428,tiara heroin 11kos bondia marekani aliyeacha kazi jeshi cantonese exclamation polisi mwaka kuwekeza muda mwingi kwenye kazi ngumi pizza kulipwa aliyoianza mwaka machi alishinda ubingwa dunia wbc featherweight ambao septemba mwaka atautetea,machi alishinda,PER,6001
5432,susno too good polisi membubarkan demo polisi menjaga lancar demonya,susno,PER,6005
5435,mad langsung diisi politisi jabatan politis birokrat isi sipil polisi aktif atao militer perwira aktif,mad,PER,6009
5437,polisi nepal brutal marih,marih,PER,6011
5438,berdasarkan pencarian terkini september dokter tifa tifauzia tyassuma penyelidikan polisi terkait tuduhan pencemaran nama klaim ijazah palsu jokowi sorry if already posted dipenjara terbukti salah vonis penahanan,tifa tifauzia tyassuma,PER,6013
5438,berdasarkan pencarian terkini september dokter tifa tifauzia tyassuma penyelidikan polisi terkait tuduhan pencemaran nama klaim ijazah palsu jokowi sorry if already posted dipenjara terbukti salah vonis penahanan,jokowi,PER,6013
5441,polisi santai inisiatif mencari keberadaan silfester pimpinan polri termul diburu termul santai mengejarnya,termul,PER,6016
5441,polisi santai inisiatif mencari keberadaan silfester pimpinan polri termul diburu termul santai mengejarnya,termul,PER,6016
5443,kapolri jenderal polisi drs listyo sigit prabowo mengajak elemen masyarakat menjaga persatuan kesatuan dinamika tingkatkan sinergijagakedamaian wujudkan indonesia harmonis,jenderal polisi drs listyo sigit prabowo,PER,6018
5445,sasa kuuzia maasai omena kama mbegu samaki kitu kuniitia polisi,sas,PER,6021
5447,melepas sher repot nyelametin kucing urusan polisi,sher,PER,6023
5449,kapolri jenderal polisi drs listyo sigit prabowo mengajak elemen masyarakat menjaga persatuan kesatuan dinamika,jenderal polisi drs listyo sigit prabowo,PER,6027
5450,jurnalis medan nico saragih ditemukan meninggal luka lebam kepala kamar kosnya jumat polisi memeriksa saksi teman perempuan bersamanya kejadian idntimessumut,nico saragih,PER,6028
5452,dihajar warga inisiator demo huseinpati diamankan polisi diduga datangi posko kondisi mabuk salah inisiator aliansimasyarakatpatibersatu ahmad husein hafid dihajar massa posko aksi kantor bupati pati,aliansimasyarakatpati,ORG,6030
5452,dihajar warga inisiator demo huseinpati diamankan polisi diduga datangi posko kondisi mabuk salah inisiator aliansimasyarakatpatibersatu ahmad husein hafid dihajar massa posko aksi kantor bupati pati,ahmad husein hafid,PER,6030
5453,ferry irwandi mengungkap fakta tni termul polisi termul ambil alih kekuasaan prabowo ferry irwandi diteror jokowigibranpenyakitbangsa jokowigibranpenyakitbangsa,ferry irwandi,PER,6032
5453,ferry irwandi mengungkap fakta tni termul polisi termul ambil alih kekuasaan prabowo ferry irwandi diteror jokowigibranpenyakitbangsa jokowigibranpenyakitbangsa,prabowo,PER,6032
5453,ferry irwandi mengungkap fakta tni termul polisi termul ambil alih kekuasaan prabowo ferry irwandi diteror jokowigibranpenyakitbangsa jokowigibranpenyakitbangsa,ferry irwandi,PER,6032
5453,ferry irwandi mengungkap fakta tni termul polisi termul ambil alih kekuasaan prabowo ferry irwandi diteror jokowigibranpenyakitbangsa jokowigibranpenyakitbangsa,jokowigibranpenyak,PER,6032
5453,ferry irwandi mengungkap fakta tni termul polisi termul ambil alih kekuasaan prabowo ferry irwandi diteror jokowigibranpenyakitbangsa jokowigibranpenyakitbangsa,jokowigibranpenyak,PER,6032
5457,berdasarkan laporan terkini demo bem user interface dpr jakarta somebody else's problem berjalan damai ribuan polisi dikerahkan laporan kekerasan waspada pantau update berita keselamatan,somebody else,PER,6037
5460,chonchorio alitekwa mpaka law enforcement officer polisi hawatoi update wataendelea uchunguzi mpaka mnamsahau ccm manatambua mjumbe chama hakuna anaepaza sauti zaidi mke wake ccm inabidi ivunjwe tuijenge upya hamna namna kataawahuni,chonchorio alitekwa mpaka,PER,6040
5460,chonchorio alitekwa mpaka law enforcement officer polisi hawatoi update wataendelea uchunguzi mpaka mnamsahau ccm manatambua mjumbe chama hakuna anaepaza sauti zaidi mke wake ccm inabidi ivunjwe tuijenge upya hamna namna kataawahuni,hawatoi update,PER,6040
5460,chonchorio alitekwa mpaka law enforcement officer polisi hawatoi update wataendelea uchunguzi mpaka mnamsahau ccm manatambua mjumbe chama hakuna anaepaza sauti zaidi mke wake ccm inabidi ivunjwe tuijenge upya hamna namna kataawahuni,wataendelea uchunguzi mpaka mnamsaha,PER,6040
5460,chonchorio alitekwa mpaka law enforcement officer polisi hawatoi update wataendelea uchunguzi mpaka mnamsahau ccm manatambua mjumbe chama hakuna anaepaza sauti zaidi mke wake ccm inabidi ivunjwe tuijenge upya hamna namna kataawahuni,manatambua mjumbe chama hakuna anaepaza sauti zaidi mke wake,PER,6040
5465,sukurin salah jadikan anak polisi,sukurin,PER,6045
5470,kemarahan rakyat simbolsimbol kekuasaan dpr polisi menteri keuangan anggota dpr ri bicara nirempati gemar pamer harta menandakan kemarahan sosial kesenjangan ekonomi lebar terakumulasi masalahmasalah struktural,nirempati,PER,6050
5472,makam mwenyekiti mhe john heche amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,mwenyekiti,PER,6053
5472,makam mwenyekiti mhe john heche amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,mhe john heche amekiwasha,PER,6053
5472,makam mwenyekiti mhe john heche amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,kujazana ukumbini,PER,6053
5472,makam mwenyekiti mhe john heche amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,chadema tukose mahali pakukaa,PER,6053
5474,kapolri jenderal polisi drs listyo sigit prabowo mengajak elemen masyarakat menjaga persatuan kesatuan dinamika pernyataan kapolri dead on arrival peringatan,jenderal polisi drs listyo sigit prabowo,PER,6056
5476,makam mwenyekiti mhe amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,mwenyekiti,PER,6058
5476,makam mwenyekiti mhe amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,mhe amekiwasha muda,PER,6058
5476,makam mwenyekiti mhe amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,kujazana ukumbini,PER,6058
5476,makam mwenyekiti mhe amekiwasha muda mixed race mahakamani baada polisi kujazana ukumbini i love it chadema tukose mahali pakukaa,chadema tukose mahali pakukaa,PER,6058
5479,dalilah andani teman laras faizati membantah tuduhan polisi laras memprovokasi massa demo mabes polri menyebut konten laras luapan emosi spontan berita kematian affan kurniawan polisi menetapkan laras,laras faizati,PER,6062
5479,dalilah andani teman laras faizati membantah tuduhan polisi laras memprovokasi massa demo mabes polri menyebut konten laras luapan emosi spontan berita kematian affan kurniawan polisi menetapkan laras,laras,PER,6062
5479,dalilah andani teman laras faizati membantah tuduhan polisi laras memprovokasi massa demo mabes polri menyebut konten laras luapan emosi spontan berita kematian affan kurniawan polisi menetapkan laras,laras,PER,6062
